date,url
12062012,/article/apple-samsung-case/apple-samsung-face-off-in-court-again-idUSL1E8N4BYP20121206
12062012,/article/wilan-lawsuits/wilan-sues-apple-htc-sierra-wireless-idUSL4N09G3WF20121206
12062012,/article/markets-usa-stocks/us-stocks-apples-gains-lift-tech-in-quiet-day-before-jobs-data-idUSL1E8N6CP420121206
12062012,/article/markets-usa-stocks-close/us-stocks-snapshot-wall-st-ends-higher-apple-shares-rebound-idUSEAP10R62I20121206
12062012,/article/us-apple-manufacturing/apple-to-return-some-mac-production-to-u-s-in-2013-idUSBRE8B50R120121206
12062012,/article/apple-manufacturing/update-2-apple-to-return-some-mac-production-to-u-s-in-2013-idUSL1E8N63YT20121206
12062012,/article/deutschetelekom-dividend/update-2-deutsche-telekom-cuts-dividend-by-almost-a-third-idUSL5E8N6EZ020121206
12092012,/article/us-stocks-barrons-topten/apple-jpmorgan-among-barrons-top-10-picks-for-2013-idUSBRE8B80HF20121209
12092012,/article/stocks-barrons-topten/apple-jpmorgan-among-barrons-top-10-picks-for-2013-idUSL1E8N92Q120121209
12092012,/article/apple-samsung/rpt-apple-and-samsung-a-defining-rivalry-in-a-changed-mobile-market-idUSL1E8N7EDW20121209
12072012,/article/apple-samsung/apple-and-samsung-a-defining-rivalry-in-a-changed-mobile-market-idUSL4N09H1GX20121207
12072012,/article/markets-usa-stocks/us-stocks-dow-sp-rise-on-jobs-but-apple-bites-nasdaq-again-idUSL1E8N7CNR20121207
12072012,/article/markets-usa-stocks/us-stocks-solid-jobs-data-spurs-little-buying-apple-falls-again-idUSL1E8N787020121207
12072012,/article/us-eu-patents-antitrust/eu-regulators-receive-fresh-patent-complaints-official-idUSBRE8B611F20121207
12072012,/article/eu-patents-antitrust/eu-regulators-receive-fresh-patent-complaints-official-idUSL5E8N7AO020121207
12072012,/article/china-xiaomi-apple/refile-interview-chinas-mini-apple-takes-slice-of-smartphone-pie-idUSL4N09G09120121207
12072012,/article/us-china-xiaomi-apple/chinas-mini-apple-takes-slice-of-smartphone-pie-idUSBRE8B60A420121207
12072012,/article/us-apple-manufacturing/apple-to-return-some-mac-production-to-u-s-in-2013-idUSBRE8B50R120121207
12072012,/article/apple-manufacturing/update-4-apple-to-return-some-mac-production-to-u-s-in-2013-idUSL1E8N63YT20121207
12102012,/article/us-apple-tech-tax/your-money-the-apple-tax-americas-costly-obsession-idUSBRE8B911120121210
12102012,/article/apple-tech-tax/your-money-the-apple-tax-americas-costly-obsession-idUSL1E8N7CGF20121210
12102012,/article/hon-hai-sales/taiwan-apple-inc-supplier-hon-hais-nov-sales-up-14-5-pct-idUST8E8M901G20121210
12112012,/article/markets-usa-stocks/us-stocks-tech-shares-propel-wall-st-higher-fed-eyed-idUSL1E8NB2SX20121211
12112012,/article/uk-australia-iphone/apple-australia-map-glitch-snakes-in-the-desert-idUSLNE8BA00B20121211
12132012,/article/us-apple-china-iphone5/iphone-5-hits-china-as-apple-market-share-slips-idUSBRE8BC1FD20121213
12132012,/article/apple-china-iphone5/iphone-5-hits-china-as-apple-market-share-slips-idUSL4N09L25920121213
12132012,/article/google-maps/update-2-google-maps-makes-its-way-back-to-the-iphone-idUSL1E8ND0P220121213
12132012,/article/us-apple-patents-verdict/jury-says-apple-iphone-violated-three-patents-damages-unclear-idUSBRE8BC15020121213
12132012,/article/apple-patents-verdict/jury-says-apple-iphone-violated-three-patents-damages-unclear-idUSL1E8ND82U20121213
12132012,/article/us-fusion-drive/analysis-apples-new-imac-a-turning-point-for-hybrid-drives-idUSBRE8BC11G20121213
12132012,/article/us-goole-maps/google-maps-makes-its-way-back-to-the-iphone-idUSBRE8BC06L20121213
12132012,/article/uk-google-maps/google-maps-makes-its-way-back-to-the-iphone-idUSLNE8BC00820121213
12132012,/article/us-eu-apple-publishers/amazon-wins-eu-e-book-pricing-battle-with-apple-idUSBRE8BC0F220121213
12142012,/article/us-apple-walmart-iphone-discount/wal-mart-selling-apples-iphone-5-at-big-discount-idUSBRE8BD1D120121214
12142012,/article/apple-walmart-iphone-discount/wal-mart-selling-apples-iphone-5-at-big-discount-idUSL1E8NEEDU20121214
12142012,/article/markets-usa-stocks/us-stocks-wall-st-succumbs-to-apples-fall-cliff-uncertainty-idUSL1E8NEDTP20121214
12142012,/article/markets-usa-stocks-close/us-stocks-snapshot-wall-st-falls-with-apple-as-cliff-looms-idUSEAP10RE2I20121214
12142012,/article/markets-usa-stocks/us-stocks-wall-st-slips-with-apple-as-cliff-looms-idUSL1E8NECKQ20121214
12142012,/article/us-apple-china-iphone5/iphone-5-hits-china-as-apple-shares-slide-further-idUSBRE8BC1FD20121214
12142012,/article/apple-china-iphone5/update-2-iphone-5-hits-china-as-apple-shares-slide-further-idUSL4N09O1OM20121214
12142012,/article/markets-usa-stocks/us-stocks-wall-st-drops-as-apple-falls-cliff-looms-idUSL1E8NE6I020121214
12142012,/article/us-apple-shares/apple-falls-on-lower-shipment-forecasts-muted-china-debut-idUSBRE8BD0R020121214
12152012,/article/markets-usa-stocks/us-stocks-wall-st-ends-lower-on-sour-apple-cliff-uncertainty-idUSL1E8NF0AS20121215
12152012,/article/apple-walmart-iphone-discount/update-1-wal-mart-selling-apples-iphone-5-at-big-discount-idUSL1E8NEG9P20121215
12172012,/article/markets-usa-stocks/us-stocks-wall-st-rises-on-fiscal-cliff-hopes-financials-gain-idUSL1E8NH5AC20121217
12172012,/article/apple-china-iphone5/update-2-apples-iphone-5-starts-strong-in-china-but-shares-pressured-idUSL1E8NH0LU20121217
12172012,/article/markets-usa-stocks/us-stocks-futures-mixed-on-cliff-optimism-fall-in-apple-idUSL1E8NH1I020121217
12172012,/article/markets-usa-stocks/us-stocks-futures-mixed-as-cliff-and-apple-eyed-idUSL1E8NH1EQ20121217
12172012,/article/markets-stocks-us-europe/us-stock-futures-mixed-apple-under-500-in-pre-market-idUSL5E8NH7TN20121217
12172012,/article/apple-china-iphone5/apple-says-china-iphone-5-sales-in-first-weekend-top-2-million-idUSL4N09R0MG20121217
12172012,/article/markets-singapore-stocksnews-hi-p/stocks-news-singapore-dmg-downgrades-hi-p-to-sell-from-neutral-idUSL4N09R0QD20121217
12182012,/article/pearson-ebooks/update-1-us-reaches-e-books-settlement-with-penguin-idUSL1E8NIH7U20121218
12182012,/article/us-apple-samsung/samsung-drops-attempt-to-ban-apple-sales-in-europe-idUSBRE8BH06620121218
12182012,/article/apple-samsung/samsung-drops-attempt-to-ban-apple-sales-in-europe-idUSL5E8NICQT20121218
12182012,/article/apple-samsung/update-2-judge-rejects-apple-injunction-bid-vs-samsung-idUSL1E8NI1ON20121218
12182012,/article/apple-samsung/judge-denies-apple-injunction-request-against-samsung-smartphones-idUSWNAB00JO720121218
12182012,/article/apple-localdata/apple-in-talks-with-foursquare-labs-on-data-map-sharing-wsj-idUSL4N09S0VH20121218
12182012,/article/press-digest-financial-times-dec-18/press-digest-financial-times-dec-18-idUSL5E8NHG2Z20121218
12192012,/article/apple-google-ruling/itc-judge-sides-with-apple-against-google-on-phone-patent-idUSL1E8NJ0B920121219
12192012,/article/us-apple-samsung/samsung-drops-attempt-to-ban-apple-sales-in-europe-idUSBRE8BH06620121219
12192012,/article/press-digest-financial-times-dec-19/press-digest-financial-times-dec-19-idUSL5E8NIGAL20121219
12202012,/article/apple-samsung-patent/apple-presses-case-for-samsung-sales-ban-in-appeals-filing-idUSL1E8NKBKS20121220
12202012,/article/eu-samsung/update-2-european-commission-wades-into-global-tech-patents-war-idUSL5E8NK7H220121220
12202012,/article/us-apple-samsung-patents/patent-agency-rejects-apple-pinch-to-zoom-patent-in-initial-ruling-idUSBRE8BJ03620121220
12202012,/article/apple-samsung-patents/update-1-us-agency-rejects-apple-pinch-to-zoom-patent-in-initial-ruling-idUSL1E8NK14S20121220
12202012,/article/apple-samsung-patents/us-agency-makes-initial-ruling-against-apple-pinch-to-zoom-patent-idUSL4N09U06N20121220
12212012,/article/us-apple-funds/analysis-apples-swoon-exposes-risk-lurking-in-mutual-funds-idUSBRE8BK0V520121221
12212012,/article/us-stevejobs-superyacht/steve-jobs-superyacht-impounded-over-unpaid-starck-designer-bill-idUSBRE8BK0BQ20121221
12212012,/article/mobilegame-holiday/rpt-mobile-game-companies-race-to-make-it-to-holiday-app-charts-idUSL1E8NL05M20121221
12212012,/article/uk-stevejobs-superyacht/steve-jobs-superyacht-impounded-over-unpaid-starck-designer-bill-idUSLNE8BK01P20121221
12212012,/article/stevejobs-superyacht/steve-jobs-superyacht-impounded-over-unpaid-starck-designer-bill-idUSL5E8NL28O20121221
12212012,/article/markets-korea-stocks/seoul-shares-post-first-weekly-loss-in-5-weeks-samsung-elec-falls-idUSL4N09V1UF20121221
12212012,/article/us-mobilegame-holiday/mobile-game-companies-race-to-make-it-to-the-holiday-app-charts-idUSBRE8BK01920121221
12212012,/article/mobilegame-holiday/mobile-game-companies-race-to-make-it-to-the-holiday-app-charts-idUSL1E8NK08U20121221
12222012,/article/us-google-xphone/google-working-on-x-phone-x-tablet-to-take-on-rivals-wsj-idUSBRE8BL01920121222
12222012,/article/google-xphone/google-working-on-x-phone-x-tablet-to-take-on-rivals-wsj-idUSL4N09W02420121222
1012013,/article/france-apple-robbery/armed-robbers-hit-paris-apple-store-idUSL5E9C13BR20130101
1022013,/article/apple-amazon-ruling/judge-rejects-apple-false-advertising-claims-vs-amazon-idUSL1E9C23QQ20130102
1022013,/article/us-apple-iphone/apple-testing-new-iphone-ios-7-report-idUSBRE90108X20130102
1022013,/article/us-france-apple-robbery/armed-robbers-hit-paris-apple-store-idUSBRE90009320130102
1022013,/article/apple-brief/brief-apple-shares-rise-3-1-percent-in-premarket-trading-idUSWEN916920130102
1042013,/article/us-armstrong-hedgefund-rally/armstrong-hedge-fund-eyes-stocks-rally-buys-apple-idUSBRE9030L520130104
1042013,/article/armstrong-hedgefund-rally/armstrong-hedge-fund-eyes-stocks-rally-buys-apple-idUSL5E9C369820130104
1042013,/article/us-india-tabletpc-forecast/india-tablet-computer-sales-to-double-in-2013-research-idUSBRE9030IN20130104
1042013,/article/samsung-apple-smartphones/refile-samsung-to-widen-smartphone-gap-with-apple-this-year-strategy-analytics-idUST9E8LU04C20130104
1072013,/article/samsung-guidance/update-1-samsung-sees-q4-profit-at-8-3-bln-on-note-sales-components-idUSL4N0A90L120130107
1072013,/article/us-ces-huawei-phone/huawei-challenges-samsung-apple-with-big-screen-phones-idUSBRE9060V320130107
1072013,/article/ces-huawei-phone/huawei-challenges-samsung-apple-with-big-screen-phones-idUSL1E9C7C6H20130107
1072013,/article/us-apple-samsung-appeal/analysis-apple-bid-for-samsung-sales-ban-faces-skeptical-court-idUSBRE9060QT20130107
1072013,/article/us-theft-identity-apple/identity-thieves-go-shopping-for-apple-products-idUSBRE9060EE20130107
1072013,/article/theft-identity-apple-corrected/corrected-your-money-identity-thieves-go-shopping-for-apple-products-idUSL1E9C43TY20130107
1072013,/article/uk-samsung-guidance-preview/hitting-a-high-note-phablets-chips-to-drive-samsung-q4-profit-idUSLNE90601220130107
1072013,/article/samsung-guidance-preview/refile-hitting-a-high-note-phablets-chips-to-drive-samsung-q4-profit-idUSL4N0A71EN20130107
1072013,/article/htc-results-q4/update-1-htc-q4-net-lags-forecasts-with-91-percent-fall-idUSL4N0A72AX20130107
1092013,/article/us-ces-samsung-chips/samsung-seeks-broader-chip-base-as-apple-cuts-loose-idUSBRE9080VY20130109
1092013,/article/ces-tmobileusa/t-mobile-usa-to-soon-sell-iphones-cut-subsidies-ceo-idUSL1E9C87I420130109
1092013,/article/us-apple-china-ceo/apple-ceo-visits-china-for-second-time-in-less-than-a-year-idUSBRE90804520130109
1092013,/article/apple-china-ceo/apple-ceo-visits-china-for-second-time-in-less-than-a-year-idUSL4N0AE0PX20130109
1082013,/article/apple-iphone/apple-working-on-cheaper-iphone-report-idUSL1E9C8GCE20130108
1082013,/article/samsung-guidance/update-4-galaxy-phones-power-samsung-to-record-8-3-bln-profit-idUSL4N0A90L120130108
1102013,/article/us-amazon-digitalmusic/amazon-offers-free-digital-versions-of-purchased-cds-idUSBRE9090OX20130110
1102013,/article/amazon-digitalmusic/amazon-steps-up-digital-music-competition-with-apple-idUSL1E9C9GB120130110
1102013,/article/us-apple-chinamobile/apples-tim-cook-meets-with-china-mobile-chairman-in-beijing-idUSBRE9090A020130110
1102013,/article/apple-chinamobile/apples-tim-cook-meets-with-china-mobile-chairman-in-beijing-idUSL4N0AF44A20130110
1122013,/article/apple-iphone/update-1-apple-wont-blindly-pursue-market-share-chinese-paper-reports-idUSL1E9CC0GK20130112
1112013,/article/apple-iphone/apple-wont-blindly-pursue-market-share-chinese-paper-reports-idUSL1E9CB55R20130111
1112013,/article/us-xerox-cfo/xerox-cfo-leaving-to-join-apple-idUSBRE90A0KB20130111
1112013,/article/xerox-cfo/update-1-xerox-cfo-leaving-to-join-apple-idUSL4N0AG60W20130111
1112013,/article/xerox-cfo/xerox-cfo-leaving-to-join-apple-idUSL4N0AG60720130111
1142013,/article/us-markets-stocks/apple-drags-on-sp-nasdaq-dell-jumps-after-report-idUSBRE90D0CG20130114
1142013,/article/markets-usa-stocks/us-stocks-apple-drags-on-sp-nasdaq-dell-jumps-after-report-idUSL2N0AJGA420130114
1142013,/article/markets-usa-stocks/us-stocks-apple-drags-on-sp-nasdaq-dell-jumps-after-report-idUSL2N0AJDKZ20130114
1152013,/article/markets-usa-stocks-close/us-stocks-snapshot-dow-sp-500-tick-up-on-data-apple-weighs-idUSEAP10RF2I20130115
1152013,/article/markets-usa-stocks/us-stocks-wall-street-flat-as-apple-down-again-but-retailers-rise-idUSL2N0AKHHV20130115
1152013,/article/markets-usa-stocks/us-stocks-apple-stocks-continuing-decline-drags-wall-st-lower-idUSL2N0AK8O520130115
1152013,/article/markets-usa-stocks/us-stocks-wall-st-knocked-lower-by-debt-limit-worries-apple-idUSL2N0AK47420130115
1162013,/article/markets-usa-stocks/us-stocks-sp-500-ends-flat-as-bank-profits-temper-growth-concerns-idUSL1E9CGG2I20130116
1162013,/article/markets-usa-stocks/us-stocks-sp-500-flat-as-growth-concerns-temper-bank-earnings-idUSL1E9CGDMX20130116
1162013,/article/markets-usa-stocks/us-stocks-wall-street-flat-as-apple-gains-boeing-drags-dow-idUSL1E9CG9SA20130116
1162013,/article/us-apple-samsung-dutch/samsung-galaxy-tablets-do-not-infringe-apple-design-dutch-court-idUSBRE90F0ZN20130116
1162013,/article/apple-samsung-dutch/samsung-galaxy-tablets-do-not-infringe-apple-design-dutch-court-idUSL6N0ALB4820130116
1142013,/article/markets-usa-stocks-open/us-stocks-snapshot-wall-st-closes-lower-as-apple-drags-idUSEAP10RE2I20130114
1142013,/article/markets-usa-stocks/us-stocks-apple-weighs-on-sp-nasdaq-dell-jumps-after-report-idUSL2N0AJA6T20130114
1142013,/article/us-apple-iphone-demand/apple-cuts-orders-for-iphone-5-parts-on-weak-demand-nikkei-idUSBRE90D04B20130114
1142013,/article/us-apple-samsung-lawsuit/samsung-urges-u-s-court-to-keep-allowing-galaxy-phone-sales-idUSBRE90D10T20130114
1142013,/article/apple-samsung-lawsuit/samsung-urges-us-court-to-keep-allowing-galaxy-phone-sales-idUSL2N0AJ80V20130114
1142013,/article/apple-iphone-demand/update-3-apple-cuts-orders-for-iphone-5-parts-on-weak-demand-nikkei-idUSL2N0AJ14E20130114
1152013,/article/markets-korea-stocks/seoul-shares-end-down-as-foreign-selling-apple-suppliers-weigh-idUSL4N0AK2ZH20130115
1152013,/article/markets-korea-stocks/seoul-shares-hit-nearly-3-week-low-as-apple-suppliers-weigh-idUSL4N0AK30B20130115
1152013,/article/markets-japan-stocks/nikkei-hits-32-month-high-on-weak-yen-sharp-down-on-apple-report-idUSL4N0AK0AK20130115
1152013,/article/apple-iphone-demand/update-4-apple-shares-fall-on-reports-of-cuts-to-iphone-parts-orders-idUSL2N0AJ14E20130115
1152013,/article/markets-korea-stocks/seoul-shares-fall-apple-suppliers-lose-ground-on-demand-worries-idUSL4N0AK09B20130115
1182013,/article/us-apple-google-lawsuit/company-emails-are-key-in-apple-google-hiring-case-judge-says-idUSBRE90H01T20130118
1182013,/article/apple-google-lawsuit/company-emails-are-key-in-apple-google-hiring-case-judge-says-idUSL1E9CHCFC20130118
1252013,/article/us-apple-exxon-value/exxon-mobil-regains-market-value-crown-from-slumping-apple-idUSBRE90O0TS20130125
1252013,/article/apple-exxon-value/update-3-exxon-mobil-regains-market-value-crown-from-slumping-apple-idUSL1N0AU6K320130125
1252013,/article/markets-usa-stocks/us-stocks-sp-500-vaults-1500-as-earnings-cheer-wall-street-idUSL1N0AUFHD20130125
1252013,/article/entertainment-us-stevejobs/apple-co-founder-wozniak-says-parts-of-jobs-film-totally-wrong-idUSBRE90O12120130125
1252013,/article/film-stevejobs/apple-co-founder-wozniak-says-parts-of-jobs-film-totally-wrong-idUSL1N0AUBC220130125
1252013,/article/samsung-earnings-corr/corrected-update-3-samsung-puts-lid-on-capex-for-1st-time-since-financial-crisis-idUSL4N0AU04E20130125
1232013,/article/us-apple-samsung-patent/itc-to-review-apple-patent-complaint-against-samsung-idUSBRE90M1JS20130123
1262013,/article/film-stevejobs/update-2-first-steve-jobs-movie-gets-red-carpet-premiere-idUSL1N0AV03M20130126
1242013,/article/us-cirruslogic-results/apple-supplier-cirruss-profit-beats-looks-to-diversify-customers-idUSBRE90N18F20130124
1242013,/article/cirruslogic-results/update-3-apple-supplier-cirruss-profit-beats-looks-to-diversify-customers-idUSL4N0AT86X20130124
1242013,/article/korea-markets-factors/s-korea-market-factors-to-watch-on-jan-25-idUSL4N0AT8I620130124
1242013,/article/us-apple-china/apples-china-dilemma-market-share-or-cachet-idUSBRE90N1AC20130124
1242013,/article/markets-canada-stocks/canada-stocks-tsx-near-18-month-high-buoyed-by-agrium-potash-idUSL1N0ATI8J20130124
12282012,/article/us-apple-samsung-lawsuit/apple-to-drop-patent-claims-against-new-samsung-phone-idUSBRE8BR0GI20121228
12282012,/article/apple-samsung-lawsuit/update-1-apple-to-drop-patent-claims-against-new-samsung-phone-idUSL1E8NS42020121228
12282012,/article/apple-samsung-lawsuit/apple-agrees-to-drop-patent-claims-against-new-samsung-phone-idUSL1E8NS3I320121228
12282012,/article/us-apple-china-lawsuit/apple-loses-another-copyright-lawsuit-in-china-xinhua-idUSBRE8BR04U20121228
12282012,/article/apple-china-lawsuit/apple-loses-another-copyright-lawsuit-in-china-xinhua-idUSL4N0A22C120121228
1252013,/article/markets-stocks-us-europe/u-s-stock-index-futures-signal-mixed-wall-st-open-idUSL6N0AU3RG20130125
1252013,/article/apple-audit/update-1-apple-steps-up-labor-audits-finds-underage-workers-idUSL4N0AU2WD20130125
1252013,/article/us-apple-china/apples-china-dilemma-market-share-or-cachet-idUSBRE90N1AC20130125
1232013,/article/apple-samsung-patent/update-1-us-itc-to-review-apple-patent-complaint-against-samsung-idUSL1N0ASL4Y20130123
1232013,/article/apple-results/update-3-apple-revenue-iphone-sales-disappoint-shares-dive-idUSL1N0ASI0B20130123
1232013,/article/markets-korea-stocks/seoul-shares-seen-up-tech-shares-to-set-tone-after-apple-result-idUSL4N0AS79O20130123
1232013,/article/markets-japan-stocks/nikkei-seen-recovering-after-fall-apple-suppliers-in-spotlight-idUSL4N0AS7C620130123
1232013,/article/apple-results/brief-apple-has-94-billion-of-its-total-cash-offshore-idUSWEN007CR20130123
1232013,/article/apple-samsung-patent/us-itc-remands-part-of-apples-patent-complaint-against-samsung-idUSL1N0ASJ2N20130123
1232013,/article/apple-brief/brief-apple-shares-fall-more-than-10-pct-after-hours-idUSWEN007CU20130123
1232013,/article/us-apple-netflix/instant-view-apple-shares-slide-netflix-jump-after-profit-reports-idUSBRE90M1J820130123
1292013,/article/skhynix-earnings/sk-hynix-q4-swings-to-profit-but-misses-forecasts-idUSS6E8H100Q20130129
1292013,/article/us-broadcom-earnings/broadcom-warns-of-lower-first-quarter-revenue-idUSBRE90S13B20130129
1292013,/article/us-apple-stores-trademark/apple-trademarks-design-of-its-retail-stores-idUSBRE90S13X20130129
1272013,/article/apple-asia/in-asias-trend-setting-cities-iphone-fatigue-sets-in-idUSL4N0AW08Y20130127
12272012,/article/apple-cook/update-3-apple-ceos-pay-takes-big-hit-vs-record-2011-package-idUSL1E8NR6TL20121227
12272012,/article/apple-cook/corrected-update-2-apple-ceos-pay-takes-big-hit-vs-record-11-package-idUSL1E8NR2SQ20121227
12272012,/article/apple-cook/apple-ceo-2012-pay-to-drop-to-4-17-mln-from-378-mln-in-2011-idUSL1E8NR2GD20121227
12272012,/article/us-sharp-honhai-plant/sharp-plan-to-sell-nanjing-plant-to-hon-hai-on-hold-source-idUSBRE8BQ00S20121227
12272012,/article/sharp-honhai-plant/update-1-sharp-plan-to-sell-nanjing-plant-to-hon-hai-on-hold-source-idUSL4N0A10F720121227
2012013,/article/apple-samsung/apple-pips-samsung-for-mobile-phone-sales-lead-in-fourth-quarter-idUSL1N0B1COC20130201
2012013,/article/us-audience-earnings-apple/audio-company-audience-sees-fast-growth-even-with-less-apple-idUSBRE91004520130201
2012013,/article/audience-earnings-apple/corrected-update-1-audio-company-audience-sees-fast-growth-even-with-less-apple-idUSL1N0B0KQW20130201
1302013,/article/us-fusionio-results/fusion-io-sees-weak-third-quarter-as-apple-facebook-delay-orders-idUSBRE90T1G820130130
